" Code","Sampling Date",State,City/Town/Village/Area,"Location of Monitoring Station",Agency,"Type of Location",SO2,NO2,RSPM/PM10,"PM 2.5"
NA,2014-12-02T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",4,65,235,NA
NA,2003-12-06T06:08:55Z,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",10,46,NA,NA
NA,2011-03-16T06:50:54Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",5,65,233,NA
NA,2009-01-21T11:51:44Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",6,64,145,NA
NA,2007-05-23T11:46:47Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",4.2,80.3,137,NA
NA,2005-02-08T05:23:44Z,Delhi,Delhi,"BSZ Marg",NA,"Residential and others",8,70,148,NA
NA,NA,Delhi,Delhi,"Siri Fort, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,51,192,86
NA,2006-05-30T05:38:19Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",6.2,36.2,316,NA
NA,2008-11-14T06:50:33Z,Delhi,Delhi,Janakpuri,NA,"Residential and others",4.2,57.3,292,NA
NA,2004-01-14T06:50:14Z,Delhi,Delhi,"Janakpuri, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,76.33,NA
NA,2014-02-17T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",4,61,202,NA
NA,2008-11-19T06:50:33Z,Delhi,Delhi,Janakpuri,NA,"Residential and others",4.2,62.8,316,NA
NA,NA,Delhi,Delhi,"Siri Fort, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,57,197,126
NA,2005-03-08T05:23:44Z,Delhi,Delhi,"BSZ Marg",NA,"Residential and others",10,84,211,NA
NA,2009-01-27T11:51:44Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",2.3,58.5,196,NA
NA,2003-06-20T06:08:55Z,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",15,54,102,NA
NA,2004-01-19T06:50:14Z,Delhi,Delhi,"Janakpuri, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,121.67,NA
NA,2006-04-01T05:38:19Z,Delhi,Delhi,Nizamuddin,NA,"Residential and others",11,44,107,NA
NA,2011-03-21T06:50:54Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",5,69,180,NA
NA,2007-01-08T11:46:47Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",NA,79.2,48,NA
NA,NA,Delhi,Delhi,"Siri Fort, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,47,101,156
NA,2006-09-01T05:38:19Z,Delhi,Delhi,Nizamuddin,NA,"Residential and others",13,53.2,176,NA
NA,2008-11-24T06:50:33Z,Delhi,Delhi,Janakpuri,NA,"Residential and others",4,56,378,NA
NA,2009-01-28T11:51:44Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",2.5,69.3,190,NA
NA,2004-01-22T06:50:14Z,Delhi,Delhi,"Janakpuri, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,63,NA
NA,2011-03-24T06:50:54Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",5,63,247,NA
NA,2005-04-08T05:23:44Z,Delhi,Delhi,"BSZ Marg",NA,"Residential and others",9,86,233,NA
NA,2003-01-07T06:08:55Z,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",12,50,129,NA
NA,2014-02-20T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",4,67,287,NA
NA,2007-02-08T11:46:47Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",NA,55.4,32,NA
NA,2014-02-25T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",4,62,280,NA
NA,2005-05-08T05:23:44Z,Delhi,Delhi,"BSZ Marg",NA,"Residential and others",7,83,237,NA
NA,2006-01-13T05:38:19Z,Delhi,Delhi,Nizamuddin,NA,"Residential and others",12.5,48.3,139,NA
NA,2004-01-28T06:50:14Z,Delhi,Delhi,"Janakpuri, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,142,NA
NA,2007-08-17T11:46:47Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",NA,33.7,82,NA
NA,2011-03-29T06:50:54Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",5,69,275,NA
NA,2008-11-27T06:50:33Z,Delhi,Delhi,Janakpuri,NA,"Residential and others",4.2,55,332,NA
NA,NA,Delhi,Delhi,"Siri Fort, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,48,237,172
NA,2003-04-07T06:08:55Z,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",12,51,222,NA
NA,2009-01-29T11:51:44Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",4.7,83.5,210,NA
NA,2008-03-12T06:50:33Z,Delhi,Delhi,Janakpuri,NA,"Residential and others",4.8,50.8,263,NA
NA,2004-04-02T06:50:14Z,Delhi,Delhi,"Janakpuri, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,82.67,NA
NA,2006-01-18T05:38:19Z,Delhi,Delhi,Nizamuddin,NA,"Residential and others",11.4,38.3,171,NA
NA,2007-08-18T11:46:47Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",NA,33.8,75,NA
NA,2014-03-03T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",4,68,222,NA
NA,2005-06-08T05:23:44Z,Delhi,Delhi,"BSZ Marg",NA,"Residential and others",6,81,156,NA
NA,2003-09-07T06:08:55Z,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",7,34,253,NA
NA,2011-04-04T06:50:54Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",6,72,339,NA
NA,2009-10-02T11:51:44Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",17,44.8,214,NA
NA,NA,Delhi,Delhi,"Siri Fort, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,47,130,NA
NA,NA,Delhi,Delhi,"Siri Fort, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,29,102,62
NA,2011-07-04T06:50:54Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",NA,NA,312,NA
NA,2008-08-12T06:50:33Z,Delhi,Delhi,Janakpuri,NA,"Residential and others",4.8,51.5,201,NA
NA,2005-07-08T05:23:44Z,Delhi,Delhi,"BSZ Marg",NA,"Residential and others",7,72,102,NA
NA,2006-01-23T05:38:19Z,Delhi,Delhi,Nizamuddin,NA,"Residential and others",14.7,50,95,NA
NA,2014-06-03T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",4,64,161,NA
NA,2004-09-02T06:50:14Z,Delhi,Delhi,"Janakpuri, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,85,NA
NA,2003-07-14T06:08:55Z,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",11,51,144,NA
NA,2007-08-25T11:46:47Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",NA,62.5,96,NA
NA,2009-11-02T11:51:44Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",15.5,49.8,147,NA
NA,2009-02-17T11:51:44Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",6.5,60.7,142,NA
NA,2008-12-12T06:50:33Z,Delhi,Delhi,Janakpuri,NA,"Residential and others",4,46,146,NA
NA,2005-08-08T05:23:44Z,Delhi,Delhi,"BSZ Marg",NA,"Residential and others",8,77,136,NA
NA,2007-08-26T11:46:47Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",3,53.5,97,NA
NA,2014-11-03T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",4,62,191,NA
NA,2003-07-17T06:08:55Z,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",8,41,107,NA
NA,2004-12-02T06:50:14Z,Delhi,Delhi,"Janakpuri, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,59.33,NA
NA,NA,Delhi,Delhi,"Siri Fort, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,41,174,70
NA,2006-01-27T05:38:19Z,Delhi,Delhi,Nizamuddin,NA,"Residential and others",13.2,57.2,179,NA
NA,2011-04-13T06:50:54Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",5,60,331,NA
NA,NA,Delhi,Delhi,"Siri Fort, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,40,146,125
NA,2009-02-18T11:51:44Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",4.2,45.7,115,NA
NA,2011-04-19T06:50:54Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",5,57,281,NA
NA,2004-02-17T06:50:14Z,Delhi,Delhi,"Janakpuri, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,107.33,NA
NA,2014-03-14T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",4,71,173,NA
NA,2005-09-08T05:23:44Z,Delhi,Delhi,"BSZ Marg",NA,"Residential and others",8,89,148,NA
NA,2003-07-22T06:08:55Z,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",4,11,NA,NA
NA,2007-08-29T11:46:47Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",NA,35,65,NA
NA,2006-02-02T05:38:19Z,Delhi,Delhi,Nizamuddin,NA,"Residential and others",12.8,68.8,152,NA
NA,2008-12-17T06:50:33Z,Delhi,Delhi,Janakpuri,NA,"Residential and others",5.2,61.5,339,NA
NA,2009-02-19T11:51:44Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",4.8,55.3,143,NA
NA,2014-03-20T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",4,65,NA,NA
NA,2006-07-02T05:38:19Z,Delhi,Delhi,Nizamuddin,NA,"Residential and others",14.7,61.7,229,NA
NA,2004-02-23T06:50:14Z,Delhi,Delhi,"Janakpuri, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,71.67,NA
NA,2005-10-08T05:23:44Z,Delhi,Delhi,"BSZ Marg",NA,"Residential and others",6,78,201,NA
NA,2003-07-25T06:08:55Z,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,80,NA
NA,2011-04-25T06:50:54Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",5,56,364,NA
NA,2007-08-30T11:46:47Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",3.5,48.9,60,NA
NA,NA,Delhi,Delhi,"Siri Fort, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,43,144,59
NA,2008-12-22T06:50:33Z,Delhi,Delhi,Janakpuri,NA,"Residential and others",6.8,51,291,NA
NA,2009-02-21T11:51:44Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",3.2,44.2,128,NA
NA,2007-03-10T11:46:47Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",2.8,117.3,217,NA
NA,2003-07-30T06:08:55Z,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",4,20,29,NA
NA,NA,Delhi,Delhi,"Siri Fort, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,43,140,84
NA,2008-12-26T06:50:33Z,Delhi,Delhi,Janakpuri,NA,"Residential and others",7.3,53.7,290,NA
NA,2011-04-28T06:50:54Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",5,51,394,NA
NA,2005-11-08T05:23:44Z,Delhi,Delhi,"BSZ Marg",NA,"Residential and others",6,93,165,NA
NA,2014-03-25T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",4,68,NA,NA
NA,2006-02-13T05:38:19Z,Delhi,Delhi,Nizamuddin,NA,"Residential and others",13.2,65.2,145,NA
NA,2004-02-26T06:50:14Z,Delhi,Delhi,"Janakpuri, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,112.67,NA
NA,2008-03-18T06:50:33Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",17,102.4,289,NA
NA,2005-12-08T05:23:44Z,Delhi,Delhi,"BSZ Marg",NA,"Residential and others",5,83,156,NA
NA,NA,Delhi,Delhi,"Siri Fort, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,43,181,98
NA,2014-03-28T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",4,63,NA,NA
NA,2007-04-10T11:46:47Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",6.7,147.5,213,NA
NA,2003-05-08T06:08:55Z,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",8,44,57,NA
NA,2006-02-16T05:38:19Z,Delhi,Delhi,Nizamuddin,NA,"Residential and others",14.2,60.5,126,NA
NA,2011-04-05T06:50:54Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",4,48,279,NA
NA,2004-04-03T06:50:14Z,Delhi,Delhi,"Janakpuri, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,140,NA
NA,2009-02-22T11:51:44Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",NA,67.7,151,NA
NA,2009-02-23T11:51:44Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",7,79.2,196,NA
NA,2008-03-19T06:50:33Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",12.4,86.8,305,NA
NA,2005-08-13T05:23:44Z,Delhi,Delhi,"BSZ Marg",NA,"Residential and others",5,72,155,NA
NA,2006-02-21T05:38:19Z,Delhi,Delhi,Nizamuddin,NA,"Residential and others",13.8,56.5,176,NA
NA,2003-08-08T06:08:55Z,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,117,NA
NA,NA,Delhi,Delhi,"Siri Fort, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,45,88,NA
NA,2004-09-03T06:50:14Z,Delhi,Delhi,"Janakpuri, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,131.67,NA
NA,2014-03-04T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",4,62,NA,NA
NA,2007-10-16T11:46:47Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",6.9,81.6,70,NA
NA,2011-09-05T06:50:54Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",5,74,323,NA
NA,2004-12-03T06:50:14Z,Delhi,Delhi,"Janakpuri, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,209.67,NA
NA,2003-08-13T06:08:55Z,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",12,39,89,NA
NA,2006-02-24T05:38:19Z,Delhi,Delhi,Nizamuddin,NA,"Residential and others",12.4,46.2,148,NA
NA,2008-03-25T06:50:33Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",15.3,100,208,NA
NA,2011-12-05T06:50:54Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",5,74,335,NA
NA,2014-09-04T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",4,65,146,NA
NA,2005-08-14T05:23:44Z,Delhi,Delhi,"BSZ Marg",NA,"Residential and others",5,80,217,NA
NA,2007-10-17T11:46:47Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",3.5,97.5,162,NA
NA,NA,Delhi,Delhi,"Siri Fort, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,41,161,110
NA,2009-03-17T11:51:44Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",13.7,70.7,190,NA
NA,2009-03-18T11:51:44Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",11.8,70,221,NA
NA,2004-03-17T06:50:14Z,Delhi,Delhi,"Janakpuri, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,201.67,NA
NA,NA,Delhi,Delhi,"Siri Fort, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,45,171,119
NA,2011-05-18T06:50:54Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",4,55,301,NA
NA,2014-04-16T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",4,55,179,NA
NA,2005-08-15T05:23:44Z,Delhi,Delhi,"BSZ Marg",NA,"Residential and others",5,74,135,NA
NA,2006-02-03T05:38:19Z,Delhi,Delhi,Nizamuddin,NA,"Residential and others",11.8,46,97,NA
NA,2003-08-19T06:08:55Z,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",10,45,93,NA
NA,2007-10-27T11:46:47Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",2.4,102.9,271,NA
NA,2008-03-26T06:50:33Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",11.2,71.3,213,NA
NA,NA,Delhi,Delhi,"Siri Fort, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,49,165,97
NA,2014-04-22T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",4,65,303,NA
NA,2004-03-22T06:50:14Z,Delhi,Delhi,"Janakpuri, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,242,NA
NA,2008-03-28T06:50:33Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",17,98,302,NA
NA,2009-03-19T11:51:44Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",17.7,78,198,NA
NA,2007-10-28T11:46:47Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",5.2,129.1,268,NA
NA,2006-07-03T05:38:19Z,Delhi,Delhi,Nizamuddin,NA,"Residential and others",12,45.8,151,NA
NA,2005-08-16T05:23:44Z,Delhi,Delhi,"BSZ Marg",NA,"Residential and others",9,86,149,NA
NA,2011-05-23T06:50:54Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",6,76,228,NA
NA,2003-08-25T06:08:55Z,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",11,43,107,NA
NA,NA,Delhi,Delhi,"Siri Fort, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,42,149,100
NA,2014-04-25T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",4,68,271,NA
NA,2005-08-17T05:23:44Z,Delhi,Delhi,"BSZ Marg",NA,"Residential and others",7,73,144,NA
NA,2008-03-29T06:50:33Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",15.1,91.9,286,NA
NA,2004-03-25T06:50:14Z,Delhi,Delhi,"Janakpuri, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,182.5,NA
NA,2003-08-28T06:08:55Z,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",12,45,97,NA
NA,2009-03-20T11:51:44Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",4.7,49.7,194,NA
NA,2007-10-29T11:46:47Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",16.2,146.8,300,NA
NA,2006-10-03T05:38:19Z,Delhi,Delhi,Nizamuddin,NA,"Residential and others",12.7,41.3,72,NA
NA,2011-05-26T06:50:54Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",4,58,203,NA
NA,2008-07-04T06:50:33Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",NA,65.9,87,NA
NA,2007-10-30T11:46:47Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",9.6,144.4,306,NA
NA,2009-03-23T11:51:44Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",13.5,53.5,166,NA
NA,2014-01-05T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",4,51,310,NA
NA,2011-01-06T06:50:54Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",5,68,139,NA
NA,2005-08-18T05:23:44Z,Delhi,Delhi,"BSZ Marg",NA,"Residential and others",7,77,115,NA
NA,NA,Delhi,Delhi,"Siri Fort, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,43,175,93
NA,2003-03-09T06:08:55Z,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",9,43,128,NA
NA,2006-03-16T05:38:19Z,Delhi,Delhi,Nizamuddin,NA,"Residential and others",9.8,37,93,NA
NA,2004-01-04T06:50:14Z,Delhi,Delhi,"Janakpuri, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,287.33,NA
NA,NA,Delhi,Delhi,"Siri Fort, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,53,173,61
NA,2011-06-06T06:50:54Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",6,65,280,NA
NA,2004-12-04T06:50:14Z,Delhi,Delhi,"Janakpuri, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,221,NA
NA,2006-03-21T05:38:19Z,Delhi,Delhi,Nizamuddin,NA,"Residential and others",12.2,48,NA,NA
NA,2014-06-05T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",4,58,228,NA
NA,2009-03-24T11:51:44Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",11.2,44.8,228,NA
NA,2008-08-04T06:50:33Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",6.5,69.3,124,NA
NA,2007-04-01T11:46:47Z,Delhi,Delhi,Nizamuddin,NA,"Residential and others",5.3,29.5,148,NA
NA,2005-08-19T05:23:44Z,Delhi,Delhi,"BSZ Marg",NA,"Residential and others",9,77,163,NA
NA,2003-08-09T06:08:55Z,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",10,41,74,NA
NA,2004-04-16T06:50:14Z,Delhi,Delhi,"Janakpuri, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,211.67,NA
NA,2006-03-24T05:38:19Z,Delhi,Delhi,Nizamuddin,NA,"Residential and others",12.7,51.3,NA,NA
NA,2003-11-09T06:08:55Z,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",6,25,39,NA
NA,NA,Delhi,Delhi,"Siri Fort, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,42,140,49
NA,2014-09-05T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",4,60,351,NA
NA,2011-09-06T06:50:54Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",5,66,169,NA
NA,2009-03-25T11:51:44Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",8.3,55.2,232,NA
NA,2005-08-20T05:23:44Z,Delhi,Delhi,"BSZ Marg",NA,"Residential and others",9,86,101,NA
NA,2008-09-04T06:50:33Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",11.2,57.1,127,NA
NA,2007-09-01T11:46:47Z,Delhi,Delhi,Nizamuddin,NA,"Residential and others",5.2,28.8,NA,NA
NA,2004-04-21T06:50:14Z,Delhi,Delhi,"Janakpuri, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,224,NA
NA,2007-12-01T11:46:47Z,Delhi,Delhi,Nizamuddin,NA,"Residential and others",5,76.3,NA,NA
NA,2006-03-29T05:38:19Z,Delhi,Delhi,Nizamuddin,NA,"Residential and others",12,43,NA,NA
NA,2008-12-04T06:50:33Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",12,107.3,215,NA
NA,2005-08-21T05:23:44Z,Delhi,Delhi,"BSZ Marg",NA,"Residential and others",9,67,92,NA
NA,2009-03-26T11:51:44Z,Delhi,Delhi,"N.Y. School",NA,"Residential and others",3.5,48.7,159,NA
NA,2014-05-15T12:46:37Z,Delhi,Delhi,"Shahzada Bagh, Delhi","Central Pollution Control Board","Industrial Area",4,55,276,NA
